Accident Date,Accident Type
31/1/15,Collision with vehicle
31/1/15,Collision with vehicle
31/1/15,Collision with vehicle
31/1/15,Struck Pedestrian
31/1/15,Collision with vehicle
31/1/15,Collision with a fixed object
31/1/15,Collision with a fixed object
31/1/15,Struck Pedestrian
31/1/15,Collision with vehicle
31/1/15,Collision with vehicle
31/1/15,Collision with vehicle
1/2/15,Struck animal
1/2/15,Collision with a fixed object
1/2/15,Struck animal
1/2/15,Collision with vehicle
1/2/15,Collision with a fixed object
1/2/15,Collision with vehicle
1/2/15,Collision with a fixed object
1/2/15,Collision with a fixed object
1/2/15,Struck Pedestrian
1/2/15,Collision with a fixed object
1/2/15,Collision with a fixed object
1/2/15,Collision with vehicle
1/2/15,Collision with vehicle
1/2/15,Collision with a fixed object
1/2/15,Collision with vehicle
1/2/15,Collision with a fixed object
1/2/15,Collision with a fixed object
1/2/15,Collision with a fixed object
1/2/15,Collision with a fixed object
1/2/15,Collision with vehicle
1/2/15,Collision with a fixed object
1/2/15,Collision with vehicle
1/2/15,Collision with vehicle
1/2/15,Struck animal
2/2/15,Struck Pedestrian
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Fall from or in moving vehicle
2/2/15,Collision with vehicle
2/2/15,Struck Pedestrian
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with a fixed object
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with a fixed object
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with a fixed object
2/2/15,Collision with a fixed object
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with a fixed object
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
2/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with a fixed object
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Struck animal
3/2/15,Collision with vehicle
3/2/15,Collision with a fixed object
3/2/15,Collision with a fixed object
3/2/15,Collision with a fixed object
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
3/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with a fixed object
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with a fixed object
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with a fixed object
4/2/15,Struck Pedestrian
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Collision with vehicle
4/2/15,Struck Pedestrian
4/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Struck Pedestrian
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Struck Pedestrian
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with a fixed object
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with a fixed object
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Struck Pedestrian
5/2/15,Collision with vehicle
5/2/15,Struck Pedestrian
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with a fixed object
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with a fixed object
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with a fixed object
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
5/2/15,Collision with vehicle
6/2/15,Collision with a fixed object
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with a fixed object
6/2/15,Collision with a fixed object
6/2/15,Collision with vehicle
6/2/15,Struck Pedestrian
6/2/15,Collision with some other object
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with a fixed object
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Struck Pedestrian
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Struck Pedestrian
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with a fixed object
6/2/15,Collision with vehicle
6/2/15,Collision with a fixed object
6/2/15,Collision with a fixed object
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with a fixed object
6/2/15,Collision with a fixed object
6/2/15,Collision with a fixed object
6/2/15,Struck Pedestrian
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with vehicle
6/2/15,Collision with some other object
7/2/15,Collision with a fixed object
7/2/15,Collision with vehicle
7/2/15,Collision with a fixed object
7/2/15,Collision with vehicle
7/2/15,Collision with a fixed object
7/2/15,Collision with a fixed object
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Struck Pedestrian
7/2/15,Struck animal
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Struck Pedestrian
7/2/15,Collision with a fixed object
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Fall from or in moving vehicle
7/2/15,Collision with a fixed object
7/2/15,Collision with a fixed object
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with vehicle
7/2/15,Collision with a fixed object
7/2/15,Collision with vehicle
8/2/15,Struck Pedestrian
8/2/15,Collision with a fixed object
8/2/15,Collision with a fixed object
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with a fixed object
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with a fixed object
8/2/15,Collision with a fixed object
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with a fixed object
8/2/15,Collision with a fixed object
8/2/15,Struck Pedestrian
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
8/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Collision with a fixed object
9/2/15,Collision with a fixed object
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Struck Pedestrian
9/2/15,Collision with a fixed object
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Struck Pedestrian
9/2/15,Collision with vehicle
9/2/15,Collision with a fixed object
9/2/15,Collision with vehicle
9/2/15,Collision with a fixed object
9/2/15,Collision with a fixed object
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Collision with a fixed object
9/2/15,Collision with vehicle
9/2/15,Collision with a fixed object
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Struck Pedestrian
9/2/15,Collision with vehicle
9/2/15,Collision with a fixed object
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
9/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Struck animal
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with a fixed object
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with a fixed object
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with a fixed object
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with a fixed object
10/2/15,Struck Pedestrian
10/2/15,Collision with vehicle
10/2/15,Collision with a fixed object
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
10/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with a fixed object
11/2/15,Collision with a fixed object
11/2/15,Collision with a fixed object
11/2/15,Collision with a fixed object
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Struck Pedestrian
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with a fixed object
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with a fixed object
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Struck Pedestrian
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
11/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Struck animal
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Struck Pedestrian
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Struck Pedestrian
12/2/15,Collision with some other object
12/2/15,Collision with vehicle
12/2/15,Collision with a fixed object
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with a fixed object
12/2/15,Collision with vehicle
12/2/15,Collision with a fixed object
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with some other object
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with a fixed object
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Struck animal
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Collision with vehicle
12/2/15,Struck animal
12/2/15,Collision with a fixed object
13/2/15,Collision with a fixed object
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Struck Pedestrian
13/2/15,Struck Pedestrian
13/2/15,Collision with vehicle
13/2/15,Collision with a fixed object
13/2/15,Collision with a fixed object
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Struck Pedestrian
13/2/15,Collision with a fixed object
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with a fixed object
13/2/15,Collision with a fixed object
13/2/15,Collision with a fixed object
13/2/15,Collision with a fixed object
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with a fixed object
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
13/2/15,Collision with vehicle
